Feature_Name,Target,Diameter,Center_Latitude,Center_Longitude,Coordinate_System,Approval_Status,Approval_Date,Origin,
"Schneller","Moon",56.87,41.34,-163.73,"Planetographic  +East  -180 - 180","Approved","1970","Schneller, Herbert; German astronomer (1901-1967).",
"Schomberger","Moon",85.8,-76.64,24.69,"Planetographic  +East  -180 - 180","Approved","1935","Georg; Austrian astronomer, mathematician (1597-1645).",
"Schönfeld","Moon",24.57,44.76,-98,"Planetographic  +East  -180 - 180","Approved","1970","Eduard; German astronomer (1828-1891).",
"Schorr","Moon",52.09,-19.45,89.8,"Planetographic  +East  -180 - 180","Approved","1970","Richard; German astronomer (1867-1951).",
"Schrödinger","Moon",316.39,-74.73,132.93,"Planetographic  +East  -180 - 180","Approved","1970","Schrödinger, Erwin; Austrian physicist; Nobel laureate (1887-1961).",
"Schröter","Moon",36.67,2.74,-6.98,"Planetographic  +East  -180 - 180","Approved","1935","Johann Hieronymus; German astronomer (1745-1816).",
"Schubert","Moon",51.94,2.78,81.01,"Planetographic  +East  -180 - 180","Approved","1935","Theodor Friedrich von; Russian cartographer (1789-1865).",
"Schumacher","Moon",61.31,42.42,60.81,"Planetographic  +East  -180 - 180","Approved","1935","Heinrich Christian; German astronomer (1780-1850).",
"Schuster","Moon",100.08,4.44,146.42,"Planetographic  +East  -180 - 180","Approved","1970","Sir Arthur; British mathematician, physicist (1851-1934).",
"Schwabe","Moon",25.47,65.1,45.48,"Planetographic  +East  -180 - 180","Approved","1935","Samuel Heinrich; German astronomer (1789-1875).",
"Schwarzschild","Moon",211.42,70.08,121.57,"Planetographic  +East  -180 - 180","Approved","1970","Karl; German astronomer (1873-1916).",
"Scobee","Moon",41.53,-31.36,-149.64,"Planetographic  +East  -180 - 180","Approved","1988","Francis Richard ""Dick""; member of the Challenger crew (1939-1986). ",
"Scoresby","Moon",54.93,77.73,14.13,"Planetographic  +East  -180 - 180","Approved","1935","William; British explorer (1789-1857).",
"Scott","Moon",107.82,-82.35,48.52,"Planetographic  +East  -180 - 180","Approved","1964","Robert Falcon; British explorer (1868-1912).",
"Seares","Moon",99.5,73.74,147.23,"Planetographic  +East  -180 - 180","Approved","1970","Frederick Hanley; American astronomer (1873-1964).",
"Secchi","Moon",22.13,2.4,43.56,"Planetographic  +East  -180 - 180","Approved","1935","Pietro Angelo; Italian astronomer, astrophysicist (1818-1878).",
"Sechenov","Moon",63.8,-6.97,-143.09,"Planetographic  +East  -180 - 180","Approved","1970","Ivan Mikhaylovich; Russian physiologist (1829-1905).",
"Seeliger","Moon",8.28,-2.22,3,"Planetographic  +East  -180 - 180","Approved","1935","Hugo von; German astronomer (1849-1924).",
"Segers","Moon",17.28,46.99,127.52,"Planetographic  +East  -180 - 180","Approved","1970","Carlos; Argentinean astronomer (1900-1967).",
"Segner","Moon",67.84,-58.96,-48.68,"Planetographic  +East  -180 - 180","Approved","1935","Johann Andreas von; German physicist, mathematician (1704-1777).",
"Seidel","Moon",55.39,-32.65,152.47,"Planetographic  +East  -180 - 180","Approved","1970","Philipp Ludwig von; German astronomer, mathematician (1821-1896).",
"Seleucus","Moon",45.01,21.09,-66.66,"Planetographic  +East  -180 - 180","Approved","1935","Babylonian astronomer (unkn-fl. c. 150 B.C.).",
"Seneca","Moon",47.57,26.71,79.81,"Planetographic  +East  -180 - 180","Approved","1961","Lucius Annaeus; Roman philosopher, natural scientist (4 B.C.- A.D. 65).",
"Seyfert","Moon",102.63,29.26,114.34,"Planetographic  +East  -180 - 180","Approved","1970","Carl Keenan; American astronomer (1911-1960).",
"Shackleton","Moon",20.92,-89.67,129.78,"Planetographic  +East  -180 - 180","Approved","1994","Sir Ernest Henry; Irish-born British Antarctic explorer (1874-1922).",
"Shahinaz","Moon",15.99,7.58,122.42,"Planetographic  +East  -180 - 180","Approved","1979","Turkish female name.",
"Shaler","Moon",48.47,-32.89,-85.27,"Planetographic  +East  -180 - 180","Approved","1964","Nathaniel Southgate; American geologist, paleontologist (1841-1906).",
"Shapley","Moon",24.82,9.35,56.83,"Planetographic  +East  -180 - 180","Approved","1973","Harlow; American astronomer (1885-1972).",
"Sharonov","Moon",75.12,12.37,173.1,"Planetographic  +East  -180 - 180","Approved","1970","Vsevolod Vasilievich; Soviet astronomer (1901-1964).",
"Sharp","Moon",37.61,45.75,-40.22,"Planetographic  +East  -180 - 180","Approved","1935","Abraham; British astronomer, mathematician (1651-1742).",
"Shatalov","Moon",24.05,24.26,140.48,"Planetographic  +East  -180 - 180","Approved","1970","Vladimir Alexandrovich; Soviet cosmonaut (1927-Live).",
"Shayn","Moon",92.9,32.52,172.42,"Planetographic  +East  -180 - 180","Approved","1970","Grigorii Abramovich; Soviet astrophysicist (1892-1956).",
"Sheepshanks","Moon",23.67,59.24,17.04,"Planetographic  +East  -180 - 180","Approved","1935","Anne; British benefactor (1789-1876).",
"[Shekhov (Chekhov)]","Moon",0,-6.6,82,"Planetographic  +East  -180 - 180","Not Approved"," ","Anton Pavlovich; Russian writer (1860-1904).",
"Sherrington","Moon",18.8,-11.13,118,"Planetographic  +East  -180 - 180","Approved","1976","Sir Charles Scott; British neurophysiologist; Nobel laureate (1856-1952).",
"Shioli","Moon",0.27,-13.33,25.23,"Planetographic  +East  -180 - 180","Approved","Aug 12, 2019","Japanese female first name.",
"Shirakatsi","Moon",48.13,-12.18,128.56,"Planetographic  +East  -180 - 180","Approved","1979","Anania; Armenian geographer (620(?)-685(?)).",
"Shi Shen","Moon",46.52,75.78,104.13,"Planetographic  +East  -180 - 180","Approved","1970","Shi(H) Shen; Chinese astronomer (unkn-c. 300 B.C.).",
"Shoemaker","Moon",51.82,-88.14,45.91,"Planetographic  +East  -180 - 180","Approved","2000","Eugene Merle; American astrogeologist (1928-1997).",
"Short","Moon",67.94,-74.54,-7.68,"Planetographic  +East  -180 - 180","Approved","1935","James; Scottish mathematician, optician (1710-1768).",
"Shternberg (Sternberg)","Moon",74.36,19.38,-116.82,"Planetographic  +East  -180 - 180","Approved","1970","Pavel Karlovich; Russian astronomer (1865-1920).",
"Shuckburgh","Moon",37.73,42.65,52.71,"Planetographic  +East  -180 - 180","Approved","1935","Sir George; British geographer, benefactor (1751-1804).",
"Shuleykin","Moon",14.67,-27.11,-92.67,"Planetographic  +East  -180 - 180","Approved","1985","Mikhail Vasil'evich; Soviet radio engineer (1884-1939). (Spelling changed from Shulejkin.)",
"Siedentopf","Moon",62.7,22.05,135.08,"Planetographic  +East  -180 - 180","Approved","1970","Heinrich; German astronomer (1906-1963).",
"Sierpinski","Moon",66.94,-26.93,154.81,"Planetographic  +East  -180 - 180","Approved","1970","Waclaw; Polish mathematician (1882-1969).",
"Sikorsky","Moon",97.67,-65.89,103.65,"Planetographic  +East  -180 - 180","Approved","1979","Igor Ivanovich; Russian-American aeronautical engineer (1889-1972).",
"Silberschlag","Moon",12.56,6.21,12.53,"Planetographic  +East  -180 - 180","Approved","1935","Johann Esaias; German astronomer (1721-1791).",
"Simpelius","Moon",68.89,-72.61,14.74,"Planetographic  +East  -180 - 180","Approved","1935","Sempill, Hugh; Scottish mathematician (1596-1654).",
"Sinas","Moon",11.67,8.85,31.6,"Planetographic  +East  -180 - 180","Approved","1935","Simon; Greek benefactor (1810-1876).",
"Sirsalis","Moon",44.17,-12.49,-60.51,"Planetographic  +East  -180 - 180","Approved","1935","Sersale, Gerolamo; Italian astronomer (1584-1654).",
"Sisakyan","Moon",35.6,41.07,109.13,"Planetographic  +East  -180 - 180","Approved","1970","Noraír Martirósovich; Soviet doctor and biochemist (1907-1966).",
"Sita","Moon",1.59,4.61,120.7,"Planetographic  +East  -180 - 180","Approved","1976","Indian female name.",
"Sklodowska","Moon",125.55,-18.04,96.15,"Planetographic  +East  -180 - 180","Approved","1961","Marie (Madame Curie); Polish physicist, chemist, Nobel laureate (1867-1934).",
"Slater","Moon",25.12,-88.08,111.29,"Planetographic  +East  -180 - 180","Approved","May 4, 2015","David Charles; American planetary scientist, specialist in optics and detectors (1957-2011).",
"Slava","Moon",0.1,38.23,-35,"Planetographic  +East  -180 - 180","Approved","Jun 14, 2012","Slavic male name, diminutive from Vyacheslav (Lunokhod-1 landing site feature).",
"Slipher","Moon",74.65,49.28,160.27,"Planetographic  +East  -180 - 180","Approved","1970","Earl Charles; American astronomer (1883-1964); Vesto Melvin; American astronomer (1875-1969).",
"Slocum","Moon",12.15,-3.15,89.07,"Planetographic  +East  -180 - 180","Approved","1976","Frederick; American astronomer (1873-1944).",
"Smith","Moon",32.87,-31.79,-151.01,"Planetographic  +East  -180 - 180","Approved","1988","Michael John; member of the Challenger crew (1945-1986). ",
"Smithson","Moon",6.04,2.38,53.64,"Planetographic  +East  -180 - 180","Approved","1976","James; British chemist, mineralogist (1765-1829).",
"Smoluchowski","Moon",84.26,60.22,-96.91,"Planetographic  +East  -180 - 180","Approved","1970","Marian; Polish physicist (1872-1917).",
"Snellius","Moon",85.98,-29.33,55.7,"Planetographic  +East  -180 - 180","Approved","1935","Snell, Willebrod van Roijen; Dutch mathematician, astronomer, optician (1580-1626).",
"Sniadecki","Moon",41.13,-22.29,-168.84,"Planetographic  +East  -180 - 180","Approved","1970","Jan; Polish astronomer, mathematician (1756-1830).",
"Soddy","Moon",40.79,0.45,121.77,"Planetographic  +East  -180 - 180","Approved","1976","Frederick; British physicist; Nobel laureate (1877-1956).",
"Somerville","Moon",17.08,-8.33,64.96,"Planetographic  +East  -180 - 180","Approved","1976","Mary Fairfax; Scottish physicist, mathematician (1780-1872).",
"Sommerfeld","Moon",150.89,64.83,-161.54,"Planetographic  +East  -180 - 180","Approved","1970","Arnold Johannes Wilhelm; German physicist (1868-1951).",
"Sömmering","Moon",27.97,0.19,-7.53,"Planetographic  +East  -180 - 180","Approved","1935","Samuel Thomas von; German doctor (1755-1830).",
"[Sophocles]","Moon",0,-21.5,119.8,"Planetographic  +East  -180 - 180","Not Approved"," ","Greek philosopher (c. 495-406 B.C.).",
"Soraya","Moon",1.9,-12.87,-1.63,"Planetographic  +East  -180 - 180","Approved","1976","Persian female name.",
"Sosigenes","Moon",16.99,8.7,17.6,"Planetographic  +East  -180 - 180","Approved","1935","Greek astronomer, chronologist (unkn-fl. 46 B.C.).",
"South","Moon",119.04,57.58,-50.94,"Planetographic  +East  -180 - 180","Approved","1935","James; British astronomer (1785-1867).",
"Spallanzani","Moon",30.86,-46.38,24.73,"Planetographic  +East  -180 - 180","Approved","1935","Lazzaro; Italian natural scientist, biologist (1729-1799).",
"Spencer Jones","Moon",88.19,13.06,165.84,"Planetographic  +East  -180 - 180","Approved","1970","Sir Harold; British astronomer (1890-1960).",
"Spörer","Moon",25.57,-4.3,-1.77,"Planetographic  +East  -180 - 180","Approved","1935","Friedrich Wilhelm Gustav; German astronomer (1822-1895).",
"Spurr","Moon",13.21,27.91,-1.27,"Planetographic  +East  -180 - 180","Approved","1973","Josiah Edward; American geologist (1870-1950).",
"Stadius","Moon",68.48,10.48,-13.77,"Planetographic  +East  -180 - 180","Approved","1935","Stade, Jan; Belgian astronomer, mathematician (1527-1579).",
"Stark","Moon",47.72,-25.43,134.59,"Planetographic  +East  -180 - 180","Approved","1970","Johannes; German physicist; Nobel laureate (1874-1957).",
"Stearns","Moon",38.94,34.68,162.6,"Planetographic  +East  -180 - 180","Approved","1979","Carl Leo; American astronomer (1892-1972).",
"Stebbins","Moon",129.74,64.36,-142.64,"Planetographic  +East  -180 - 180","Approved","1970","Joel; American astronomer (1878-1966).",
"Stefan","Moon",112.18,46.33,-108.77,"Planetographic  +East  -180 - 180","Approved","1970","Josef; Austrian physicist (1835-1893).",
"Stein","Moon",30.72,7,179.11,"Planetographic  +East  -180 - 180","Approved","1970","Johann Willem Jakob Antoon; Dutch astronomer (1871-1951).",
"Steinheil","Moon",63.28,-48.71,46.66,"Planetographic  +East  -180 - 180","Approved","1935","Karl August von; German astronomer, physicist (1801-1870).",
"Steklov","Moon",36.61,-36.73,-105.05,"Planetographic  +East  -180 - 180","Approved","1970","Vladimir Andreevich; Soviet mathematician (1864-1926).",
"Stella","Moon",0.42,19.91,29.76,"Planetographic  +East  -180 - 180","Approved","1976","Latin female name.",
"Steno","Moon",32.29,32.61,161.78,"Planetographic  +East  -180 - 180","Approved","1970","Nicolaus; Danish doctor (1638-1686).",
"Sternfeld","Moon",109.8,-19.75,-142.27,"Planetographic  +East  -180 - 180","Approved","1991","Ari Abramovich; Soviet space scientist (1905-1980). ",
"Stetson","Moon",63.12,-39.58,-118.2,"Planetographic  +East  -180 - 180","Approved","1970","Harlan True; American astronomer, geophysicist (1885-1964).",
"Stevinus","Moon",71.54,-32.49,54.14,"Planetographic  +East  -180 - 180","Approved","1935","Stevin, Simon; Belgian mathematician, physicist (1548-1620).",
"Stewart","Moon",13.77,2.15,66.98,"Planetographic  +East  -180 - 180","Approved","1976","John Quincy; American astrophysicist (1894-1972).",
"Stiborius","Moon",43.76,-34.49,31.99,"Planetographic  +East  -180 - 180","Approved","1935","Stoberl, Andreas; German astronomer, mathematician (1465-1515).",
"St. John","Moon",66.74,10.07,149.98,"Planetographic  +East  -180 - 180","Approved","1970","Charles Edward; American solar physicist, astronomer (1857-1935).",
"Stöfler","Moon",129.87,-41.24,5.93,"Planetographic  +East  -180 - 180","Approved","1935","Johann; German astronomer, mathematician (1452-1531).",
"Stokes","Moon",53.85,52.36,-88.11,"Planetographic  +East  -180 - 180","Approved","1964","Sir George Gabriel; British mathematician, physicist (1819-1903).",
"Stoletov","Moon",42.43,44.82,-155.5,"Planetographic  +East  -180 - 180","Approved","1970","Aleksandr Grigorievich; Russian physicist (1839-1896).",
"Stoney","Moon",47.51,-55.58,-156.38,"Planetographic  +East  -180 - 180","Approved","1970","George Johnstone; Irish physicist (1826-1911).",
"Störmer","Moon",68.62,57.14,146.65,"Planetographic  +East  -180 - 180","Approved","1970","Fredrik Carl Mülertz; Norwegian mathematician and astronomer, aurora research (1874-1957).",
"Strabo","Moon",54.72,61.94,54.42,"Planetographic  +East  -180 - 180","Approved","1935","Greek geographer (54 B.C.- A.D. 24).",
"Stratton","Moon",69.76,-5.6,164.7,"Planetographic  +East  -180 - 180","Approved","1970","Frederick John Marrion; British astronomer, astrophysicist (1881-1960).",
"Street","Moon",58.52,-46.58,-10.74,"Planetographic  +East  -180 - 180","Approved","1935","Thomas; British astronomer (1621-1689).",
"Strömgren","Moon",62.17,-21.74,-132.37,"Planetographic  +East  -180 - 180","Approved","1970","Elis; Danish astronomer (1870-1947).",
"Struve","Moon",164.34,23.41,-76.65,"Planetographic  +East  -180 - 180","Approved","1964","Otto Wilhelm von; German-born Russian astronomer (1819-1905); Otto; American astronomer (1897-1963); Friedrich Georg Wilhelm von; German-born Russian astronomer (1793-1864).",
"Subbotin","Moon",71.66,-29.32,135.71,"Planetographic  +East  -180 - 180","Approved","1970","Mikhail Fedorovich; Soviet astronomer (1893-1966).",
"Suess","Moon",8.39,4.36,-47.72,"Planetographic  +East  -180 - 180","Approved","1935","Eduard; Austrian geologist (1831-1914).",
"Sulpicius Gallus","Moon",11.61,19.63,11.68,"Planetographic  +East  -180 - 180","Approved","1935","Gaius; Roman astronomer (unkn-fl. c. B.C. 166).",
"Sumner","Moon",52.87,37.62,108.76,"Planetographic  +East  -180 - 180","Approved","1970","Thomas Hubbard; American geographer, navigator (1807-1876).",
"Sundman","Moon",41.04,10.76,-91.69,"Planetographic  +East  -180 - 180","Approved","1970","Karl Frithiof; Finnish astronomer (1873-1949).",
"[Sung-Mei]","Moon",4.97,24.58,11.28,"Planetographic  +East  -180 - 180","Dropped","1976","Chinese female name. ",
"Susan","Moon",0.95,-11,-6.3,"Planetographic  +East  -180 - 180","Approved","1976","English female name.",
"Svedberg","Moon",15.34,-81.68,65.15,"Planetographic  +East  -180 - 180","Approved","Jan 22, 2009","Theodor; Swedish chemist, Nobel Prize winner 1926 (1884-1971).",
"Sverdrup","Moon",32.83,-88.32,-153.39,"Planetographic  +East  -180 - 180","Approved","2000","Otto; Norwegian polar explorer (1855-1930).",
"Swann","Moon",42.18,51.96,112.52,"Planetographic  +East  -180 - 180","Approved","1970","William Francis Gray; Anglo-American physicist (1884-1962).",
"Swasey","Moon",24.85,-5.46,89.67,"Planetographic  +East  -180 - 180","Approved","1976","Ambrose; American inventor (1846-1937).",
"Swift","Moon",10.06,19.35,53.44,"Planetographic  +East  -180 - 180","Approved","1976","Lewis; American astronomer (1820-1913).",
"Sylvester","Moon",59.28,82.65,-81.22,"Planetographic  +East  -180 - 180","Approved","1964","James Joseph; British mathematician (1814-1897).",
"Szilard","Moon",127.22,33.71,105.78,"Planetographic  +East  -180 - 180","Approved","1970","Leo; Hungarian-American physicist (1898-1964).",
"Tacchini","Moon",42.58,5.08,85.82,"Planetographic  +East  -180 - 180","Approved","1973","Pietro; Italian astronomer (1838-1905).",
"Tacitus","Moon",39.81,-16.2,18.95,"Planetographic  +East  -180 - 180","Approved","1935","Cornelius; Roman historian (c. 55-120).",
"Tacquet","Moon",6.43,16.64,19.2,"Planetographic  +East  -180 - 180","Approved","1935","Andre; Belgian mathematician (1612-1660).",
"Tai Wei","Moon",0.48,44.15,-19.49,"Planetographic  +East  -180 - 180","Approved","Oct 5, 2015","One of three enclosures in Chinese ancient star map.",
"Taizo","Moon",8.19,24.7,2.2,"Planetographic  +East  -180 - 180","Approved","1979","Japanese male name.",
"Talbot","Moon",12.36,-2.47,85.3,"Planetographic  +East  -180 - 180","Approved","1976","William Henry Fox; British photographer, physicist, archaeologist (1800-1877).",
"Tamm","Moon",40.54,-4.32,146.38,"Planetographic  +East  -180 - 180","Approved","1979","Igor Yevgenyevich; Soviet physicist, Nobel laureate (1895-1971).",
"Tannerus","Moon",28.07,-56.44,21.92,"Planetographic  +East  -180 - 180","Approved","1935","Tanner, Adam; Austrian mathematician (1572-1632).",
"Taruntius","Moon",57.32,5.5,46.54,"Planetographic  +East  -180 - 180","Approved","1935","Firmanus, Lucius; Roman philosopher (unkn-fl. 86 B.C.).",
"[Tasso]","Moon",0,-0.7,92,"Planetographic  +East  -180 - 180","Not Approved","1984","Torquato; Italian poet (1544-1595).",
"Taylor","Moon",36.35,-5.28,16.65,"Planetographic  +East  -180 - 180","Approved","1935","Brook; British mathematician (1685-1731).",
"Tebbutt","Moon",33.99,9.46,53.52,"Planetographic  +East  -180 - 180","Approved","1973","John; Australian astronomer (1834-1916).",
"Teisserenc","Moon",62.31,31.96,-136.28,"Planetographic  +East  -180 - 180","Approved","1970","de Bort, Leon-Philippe; French meteorologist (1855-1913).",
"Tempel","Moon",43.19,3.76,11.86,"Planetographic  +East  -180 - 180","Approved","1935","Ernst Wilhelm Leberecht; German astronomer (1821-1889).",
"Ten Bruggencate","Moon",59.95,-9.58,134.66,"Planetographic  +East  -180 - 180","Approved","1970","Paul; German astronomer (1901-1961).",
"Tereshkova","Moon",31.33,28.21,143.84,"Planetographic  +East  -180 - 180","Approved","1970","Valentina Vladimirovna; Soviet cosmonaut (1937-Live).",
"Tesla","Moon",41.15,38.36,124.73,"Planetographic  +East  -180 - 180","Approved","1970","Nikola; American scientist of Serbian origin (1856-1943).",
"Thales","Moon",30.75,61.74,50.27,"Planetographic  +East  -180 - 180","Approved","1935","Of Miletus; Greek mathematician, astronomer, philosopher (c. 636-546 B.C.).",
"Tharp","Moon",13.45,-30.6,145.63,"Planetographic  +East  -180 - 180","Approved","Mar 30, 2015","Marie; Geologist and oceanographer, created first comprehensive map of the ocean floor and is credited with discovering the Mid-Atlantic Ridge (1920-2006).",
"Theaetetus","Moon",24.59,37.01,6.06,"Planetographic  +East  -180 - 180","Approved","1935","Greek mathematician (c. 417-369 B.C.).",
"Thebit","Moon",54.64,-22.01,-4.02,"Planetographic  +East  -180 - 180","Approved","1935","Al-Sābi' al-Harrani Thābit Ibn Qurra; Iraqi astronomer (836-901).",
"Theiler","Moon",8.28,13.36,82.85,"Planetographic  +East  -180 - 180","Approved","1979","Max; South African bacteriologist; Nobel laureate (1899-1972).",
"Theon Junior","Moon",17.61,-2.41,15.79,"Planetographic  +East  -180 - 180","Approved","1935","Of Alexandria; Greek astronomer (unkn-c. 380).",
"Theon Senior","Moon",18.02,-0.81,15.42,"Planetographic  +East  -180 - 180","Approved","1935","Of Smyrna; Greek mathematician and astronomer (c. A.D. 130).",
"Theophilus","Moon",98.59,-11.45,26.28,"Planetographic  +East  -180 - 180","Approved","1935","Greek astronomer (unkn-A.D. 412).",
"Theophrastus","Moon",8.03,17.46,39.06,"Planetographic  +East  -180 - 180","Approved","1973","Greek philosopher and scientist (c. 372-287 B.C.).",
"Thiel","Moon",35.67,40.17,-134.56,"Planetographic  +East  -180 - 180","Approved","1970","Walter; German rocket builder (1910-1943).",
"Thiessen","Moon",66.39,74.86,-169.5,"Planetographic  +East  -180 - 180","Approved","1970","Georg Heinrich; German astronomer (1914-1961).",
"Thomson","Moon",117.25,-32.32,166.04,"Planetographic  +East  -180 - 180","Approved","1970","Sir Joseph John; British physicist; Nobel laureate (1856-1940).",
"Tianjin","Moon",3.9,-44.93,178.81,"Planetographic  +East  -180 - 180","Approved","Feb 4, 2019","Constellation name in the ancient Chinese star map; means “celestial ford” or “Galaxy’s ferry.”",
"Tian Shi","Moon",0.47,44.1,-19.45,"Planetographic  +East  -180 - 180","Approved","Oct 5, 2015","One of three enclosures in Chinese ancient star map.",
"Tikhomirov","Moon",86.43,24.2,161.33,"Planetographic  +East  -180 - 180","Approved","1970","Nikolaj Ivanovich; Soviet chemical engineer (1860-1930).",
"Tikhov","Moon",83.97,61.66,172.29,"Planetographic  +East  -180 - 180","Approved","1970","Gavriil Adrianovich; Soviet astronomer (1875-1960).",
"Tiling","Moon",38.23,-52.85,-133.11,"Planetographic  +East  -180 - 180","Approved","1970","Reinhold; German rocketry scientist (1890-1933).",
"Timaeus","Moon",32.81,62.91,-0.55,"Planetographic  +East  -180 - 180","Approved","1935","Greek astronomer (unkn-c. 400 B.C.).",
"Timiryazev","Moon",52.15,-5.09,-147.15,"Planetographic  +East  -180 - 180","Approved","1970","Kliment Arkadievich; Russian botanist, physiologist (1843-1920).",
"Timocharis","Moon",34.14,26.72,-13.1,"Planetographic  +East  -180 - 180","Approved","1935","Greek astronomer (unkn-fl. c. 280 B.C.).",
"Tiselius","Moon",53.75,6.89,176.7,"Planetographic  +East  -180 - 180","Approved","1979","Arne Wilhelm Kaurin; Swedish biochemist; Nobel laureate (1902-1971).",
"Tisserand","Moon",34.63,21.41,48.17,"Planetographic  +East  -180 - 180","Approved","1935","Francois Felix; French astronomer (1845-1896).",
"Titius","Moon",68.42,-26.75,100.66,"Planetographic  +East  -180 - 180","Approved","1970","Johann Daniel; German astronomer (1729-1796).",
"Titov","Moon",29.61,28.55,150.29,"Planetographic  +East  -180 - 180","Approved","1970","Gherman Stepanovich; Soviet cosmonaut (1935-2000).",
"T. Mayer","Moon",33.15,15.54,-29.17,"Planetographic  +East  -180 - 180","Approved","1935","Johann Tobias; German astronomer (1723-1762).",
"Tolansky","Moon",13.03,-9.52,-15.98,"Planetographic  +East  -180 - 180","Approved","1976","Samuel; British physicist (1907-1973).",
"[Tolstoy]","Moon",0,-4.2,93.3,"Planetographic  +East  -180 - 180","Not Approved"," ","Leo; Russian writer (1828-1910).",
"Torricelli","Moon",30.87,-4.72,28.4,"Planetographic  +East  -180 - 180","Approved","1935","Evangelista; Italian physicist (1608-1647).",
"Toscanelli","Moon",7.05,27.96,-47.61,"Planetographic  +East  -180 - 180","Approved","1976","Paolo Dal Pozza; Italian doctor, cartographer (1397-1482).",
"Townley","Moon",17.68,3.42,63.19,"Planetographic  +East  -180 - 180","Approved","1976","Sidney Dean; American astronomer (1867-1946).",
"Tralles","Moon",44.16,28.32,52.85,"Planetographic  +East  -180 - 180","Approved","1935","Johann Georg; German physicist (1763-1822).",
"Triesnecker","Moon",24.97,4.18,3.6,"Planetographic  +East  -180 - 180","Approved","1935","Francis a Paula; Austrian astronomer (1745-1817).",
"Trouvelot","Moon",8.5,49.37,5.79,"Planetographic  +East  -180 - 180","Approved","1935","Étienne Léopold; French astronomer (1827-1895).",
"Trumpler","Moon",76.17,29.33,167.14,"Planetographic  +East  -180 - 180","Approved","1970","Robert Julius; American astronomer (1866-1956).",
"Tsander (Zander)","Moon",159.95,5.39,-149.69,"Planetographic  +East  -180 - 180","Approved","1970","Friedrich Arturovich; Soviet rocketry scientist (1887-1933).",
"Tseraskiy (Ceraski)","Moon",65.59,-48.66,142.64,"Planetographic  +East  -180 - 180","Approved","1970","Vitol'd Karlovich; Russian astronomer (1849-1925).",
"Tsinger (Zinger)","Moon",44.21,56.54,175.71,"Planetographic  +East  -180 - 180","Approved","1970","Nikolai Iakovlevich; Russian astronomer (1842-1918).",
"Tsiolkovskiy","Moon",184.39,-20.38,128.97,"Planetographic  +East  -180 - 180","Approved","1961","Konstantin E.; Soviet physicist (1857-1935).",
"Tsu Chung-Chi","Moon",28.53,17.16,145.16,"Planetographic  +East  -180 - 180","Approved","1961","Chinese mathematician (430-501).",
"Tucker","Moon",6.78,-5.62,88.21,"Planetographic  +East  -180 - 180","Approved","1979","Richard Hawley; American astronomer (1859-1952).",
"Turner","Moon",11.22,-1.4,-13.24,"Planetographic  +East  -180 - 180","Approved","1935","Herbert Hall; British astronomer (1861-1930).",
"Tycho","Moon",85.29,-43.3,-11.22,"Planetographic  +East  -180 - 180","Approved","1935","Tycho Brahe; Danish astronomer (1546-1601).",
"Tyndall","Moon",20.94,-35.2,117.64,"Planetographic  +East  -180 - 180","Approved","1970","John; British physicist (1820-1893).",
"Ukert","Moon",21.71,7.71,1.37,"Planetographic  +East  -180 - 180","Approved","1935","Friedrich August; German historian, humanitarian (1780-1851).",
"Ulugh Beigh","Moon",57.04,32.67,-81.96,"Planetographic  +East  -180 - 180","Approved","1961","Ulugh-Beg; Mongolian astronomer, mathematician (1394-1449).",
"[Undest]","Moon",6.77,26.13,-18.46,"Planetographic  +East  -180 - 180","Not Approved","1984","Sigrid; Norwegian novelist; Nobel laureate (1882-1949).",
"Urey","Moon",39.29,27.93,87.43,"Planetographic  +East  -180 - 180","Approved","1985","Harold Clayton; American chemist; Nobel laureate (1893-1981). ",
"Väisälä","Moon",8.12,25.9,-47.9,"Planetographic  +East  -180 - 180","Approved","1973","Yrjo; Finnish astronomer (1891-1971).",
"Valera","Moon",0.13,38.29,-35.02,"Planetographic  +East  -180 - 180","Approved","Jun 14, 2012","Male name Valery of Latin origin in Russian diminutive form (Lunokhod-1 landing site feature).",
"Valier","Moon",65.06,6.65,174.26,"Planetographic  +East  -180 - 180","Approved","1970","Max; German rocketry engineer (1895-1930).",
"van Albada","Moon",22.92,9.36,64.35,"Planetographic  +East  -180 - 180","Approved","1976","Gale Bruno; Dutch astronomer (1912-1972).",
"Van Biesbroeck","Moon",9.08,28.77,-45.59,"Planetographic  +East  -180 - 180","Approved","1976","George A.; Belgian-American astronomer (1880-1974).",
"Van de Graaff","Moon",240.47,-27.04,172.01,"Planetographic  +East  -180 - 180","Approved","1970","Robert Jemison; American physicist (1901-1967).",
"Van den Bergh","Moon",43.42,30.91,-159.21,"Planetographic  +East  -180 - 180","Approved","1970","George; Dutch astronomer (1890-1966).",
"van den Bos","Moon",25.18,-5.26,145.95,"Planetographic  +East  -180 - 180","Approved","1979","Willem Hendrik; South African astronomer (1896-1974).",
"Van der Waals","Moon",113.37,-43.56,119.98,"Planetographic  +East  -180 - 180","Approved","1970","Johannes Diderik; Dutch physicist; Nobel laureate (1837-1923).",
"Van Gent","Moon",44.37,15.42,160.27,"Planetographic  +East  -180 - 180","Approved","1970","Hendrik; Dutch astronomer (1900-1947).",
